in:Angle,in:North_shade_depth,in:East_shade_depth,in:South_shade_depth,in:West_shade_depth,in:shade_count,out:cooling load intensity,out:heating load intensity,img
65,.3,.4,.3,.3,2,41.702187672,4.489576795,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count2.png
0,.4,.4,.3,.3,2,42.653787814,4.274339131,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count2.png
25,.4,.4,.3,.3,2,41.894926851,4.420253963,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count2.png
45,.4,.4,.3,.3,2,41.593797858,4.487999206,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count2.png
65,.4,.4,.3,.3,2,41.637279886,4.494447791,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.3_West_shade_depth.3_shade_count2.png
0,.1,.1,.4,.3,2,43.188221695,4.261398262,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.1,.1,.4,.3,2,42.642772152,4.398903429,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.1,.1,.4,.3,2,42.456875636,4.461793049,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.1,.1,.4,.3,2,42.516971791,4.463061575,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.2,.1,.4,.3,2,43.148514811,4.262575346,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.2,.1,.4,.3,2,42.580253788,4.401846408,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.2,.1,.4,.3,2,42.381977384,4.46583645,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.2,.1,.4,.3,2,42.436426674,4.467702189,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.3,.1,.4,.3,2,43.117264015,4.26356151,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.3,.1,.4,.3,2,42.528537764,4.404573097,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.3,.1,.4,.3,2,42.316772455,4.469694001,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.3,.1,.4,.3,2,42.36327852,4.472278125,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.4,.1,.4,.3,2,43.093733484,4.264435358,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.4,.1,.4,.3,2,42.488194041,4.40703114,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.4,.1,.4,.3,2,42.26464776,4.473262522,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.4,.1,.4,.3,2,42.298915908,4.476697049,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.1,.2,.4,.3,2,42.959660329,4.283047999,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.1,.2,.4,.3,2,42.342767281,4.433098009,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.1,.2,.4,.3,2,42.126601637,4.501107216,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.1,.2,.4,.3,2,42.198907239,4.501618686,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.2,.2,.4,.3,2,42.920034759,4.284298108,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.2,.2,.4,.3,2,42.279958448,4.436171683,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.2,.2,.4,.3,2,42.051331353,4.505314271,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.2,.2,.4,.3,2,42.11822965,4.506430784,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.3,.2,.4,.3,2,42.888859044,4.285331684,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.3,.2,.4,.3,2,42.228239624,4.438991964,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.3,.2,.4,.3,2,41.986023671,4.509337895,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.3,.2,.4,.3,2,42.044988943,4.511193614,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.4,.2,.4,.3,2,42.865393761,4.286245291,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.4,.2,.4,.3,2,42.187861427,4.441526335,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.4,.2,.4,.3,2,41.933756541,4.513064103,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.4,.2,.4,.3,2,41.980523082,4.515797178,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.1,.3,.4,.3,2,42.767501737,4.302425031,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.1,.3,.4,.3,2,42.086298129,4.463785609,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.1,.3,.4,.3,2,41.840515232,4.538740708,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.1,.3,.4,.3,2,41.903179975,4.541939732,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.2,.3,.4,.3,2,42.727767421,4.303705383,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.2,.3,.4,.3,2,42.02325941,4.467001396,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.2,.3,.4,.3,2,41.764965341,4.543121976,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.2,.3,.4,.3,2,41.822234026,4.546971005,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.3,.3,.4,.3,2,42.696492588,4.304761325,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.3,.3,.4,.3,2,41.97131603,4.469933916,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.3,.3,.4,.3,2,41.699408421,4.547293408,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.3,.3,.4,.3,2,41.748808639,4.551903485,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.4,.3,.4,.3,2,42.672948892,4.305709155,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.4,.3,.4,.3,2,41.930760008,4.472574799,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.4,.3,.4,.3,2,41.647006193,4.551137704,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.4,.3,.4,.3,2,41.684050434,4.5567281,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.1,.4,.4,.3,2,42.621743639,4.318867547,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.1,.4,.4,.3,2,41.905573787,4.491591442,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.1,.4,.4,.3,2,41.630761476,4.572103952,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.1,.4,.4,.3,2,41.652665872,4.578258046,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.2,.4,.4,.3,2,42.581894789,4.320203262,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.2,.4,.4,.3,2,41.842321721,4.494877269,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.2,.4,.4,.3,2,41.554907644,4.576568009,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.2,.4,.4,.3,2,41.571357248,4.583444632,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.3,.4,.4,.3,2,42.550535814,4.321295963,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.3,.4,.4,.3,2,41.790250716,4.497868098,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.3,.4,.4,.3,2,41.489107809,4.580820291,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.3,.4,.4,.3,2,41.49762842,4.588484239,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.4,.4,.4,.3,2,42.526932167,4.322282845,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
25,.4,.4,.4,.3,2,41.749612614,4.500552645,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
45,.4,.4,.4,.3,2,41.436532308,4.584740161,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
65,.4,.4,.4,.3,2,41.432643839,4.593357284,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.3_shade_count2.png
0,.1,.1,.1,.4,2,43.629631423,4.146990795,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.1,.1,.1,.4,2,43.129402034,4.20944129,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.1,.1,.1,.4,2,42.969551659,4.237983242,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.1,.1,.1,.4,2,43.055810357,4.241555335,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.2,.1,.1,.4,2,43.589814874,4.148165986,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.2,.1,.1,.4,2,43.066779141,4.212433998,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.2,.1,.1,.4,2,42.894493183,4.242098282,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.2,.1,.1,.4,2,42.975080129,4.24628502,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.3,.1,.1,.4,2,43.558373687,4.149161335,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.3,.1,.1,.4,2,43.014964257,4.215186177,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.3,.1,.1,.4,2,42.829108242,4.246014634,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.3,.1,.1,.4,2,42.901784869,4.250964461,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.4,.1,.1,.4,2,43.534807384,4.150040569,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.4,.1,.1,.4,2,42.97455322,4.217690959,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.4,.1,.1,.4,2,42.776848767,4.249634671,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.4,.1,.1,.4,2,42.837278262,4.255482478,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.1,.2,.1,.4,2,43.400543291,4.166350257,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.1,.2,.1,.4,2,42.828369302,4.238533805,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.1,.2,.1,.4,2,42.638068742,4.271085685,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.1,.2,.1,.4,2,42.736752726,4.274271666,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.2,.2,.1,.4,2,43.360810113,4.167583875,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.2,.2,.1,.4,2,42.765463955,4.241641008,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.2,.2,.1,.4,2,42.562632505,4.275369472,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.2,.2,.1,.4,2,42.655886705,4.279170018,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.3,.2,.1,.4,2,43.329448258,4.168616703,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.3,.2,.1,.4,2,42.713643686,4.244488662,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.3,.2,.1,.4,2,42.497158479,4.279454561,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.3,.2,.1,.4,2,42.582497991,4.284029348,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.4,.2,.1,.4,2,43.305943535,4.169542749,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.4,.2,.1,.4,2,42.673200669,4.24708818,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.4,.2,.1,.4,2,42.444794121,4.28323378,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.4,.2,.1,.4,2,42.517902873,4.288748054,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.1,.3,.1,.4,2,43.207930777,4.183608283,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.1,.3,.1,.4,2,42.571226961,4.265330304,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.1,.3,.1,.4,2,42.35135457,4.303679862,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.1,.3,.1,.4,2,42.440385333,4.309115995,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.2,.3,.1,.4,2,43.168124751,4.184878269,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.2,.3,.1,.4,2,42.508090254,4.268574806,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.2,.3,.1,.4,2,42.275604222,4.308138367,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.2,.3,.1,.4,2,42.35925847,4.314231578,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.3,.3,.1,.4,2,43.136666235,4.185941464,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.3,.3,.1,.4,2,42.456043556,4.271548538,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.3,.3,.1,.4,2,42.20987651,4.31236487,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.3,.3,.1,.4,2,42.285623712,4.319272889,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.4,.3,.1,.4,2,43.113081954,4.186899867,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.4,.3,.1,.4,2,42.415422532,4.274244899,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.4,.3,.1,.4,2,42.157383438,4.316264536,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.4,.3,.1,.4,2,42.220749865,4.324148192,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.1,.4,.1,.4,2,43.061686374,4.19849445,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.1,.4,.1,.4,2,42.389904599,4.289939999,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.1,.4,.1,.4,2,42.141004521,4.332967925,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.1,.4,.1,.4,2,42.189192001,4.34087466,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.2,.4,.1,.4,2,43.021725858,4.199816273,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.2,.4,.1,.4,2,42.326551371,4.293259324,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.2,.4,.1,.4,2,42.064983297,4.337508654,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.2,.4,.1,.4,2,42.10769531,4.34609439,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.3,.4,.1,.4,2,42.990182986,4.200928222,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.3,.4,.1,.4,2,42.274381023,4.296290989,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.3,.4,.1,.4,2,41.99900675,4.341813809,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.3,.4,.1,.4,2,42.033757478,4.351233741,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.4,.4,.1,.4,2,42.966539858,4.20192743,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
25,.4,.4,.1,.4,2,42.233676246,4.299030951,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
45,.4,.4,.1,.4,2,41.946348138,4.345796031,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
65,.4,.4,.1,.4,2,41.968658793,4.356223862,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.4_shade_count2.png
0,.1,.1,.2,.4,2,43.331505401,4.186366004,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.1,.1,.2,.4,2,42.775356441,4.273748651,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.1,.1,.2,.4,2,42.594259633,4.313140092,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.1,.1,.2,.4,2,42.68792692,4.31684334,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.2,.1,.2,.4,2,43.291688357,4.187541935,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.2,.1,.2,.4,2,42.712733165,4.276743701,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.2,.1,.2,.4,2,42.519201328,4.317255231,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.2,.1,.2,.4,2,42.607196567,4.321573306,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.3,.1,.2,.4,2,43.260247152,4.188535762,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.3,.1,.2,.4,2,42.660918015,4.279498087,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.3,.1,.2,.4,2,42.453816313,4.321168845,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.3,.1,.2,.4,2,42.533901469,4.326249921,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.4,.1,.2,.4,2,43.236681086,4.189416262,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.4,.1,.2,.4,2,42.620507034,4.282000419,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.4,.1,.2,.4,2,42.401524419,4.324785241,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.4,.1,.2,.4,2,42.469360957,4.33076932,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.1,.2,.2,.4,2,43.102733503,4.206378372,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.1,.2,.2,.4,2,42.474744377,4.304478911,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.1,.2,.2,.4,2,42.26319137,4.348300005,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.1,.2,.2,.4,2,42.369151899,4.351521865,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.2,.2,.2,.4,2,43.063000227,4.207612126,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.2,.2,.2,.4,2,42.411839345,4.307585712,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.2,.2,.2,.4,2,42.187755108,4.352582171,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.2,.2,.2,.4,2,42.288286325,4.356421056,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.3,.2,.2,.4,2,43.031638331,4.208647717,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.3,.2,.2,.4,2,42.360019412,4.310433497,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.3,.2,.2,.4,2,42.122281048,4.356665235,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.3,.2,.2,.4,2,42.214900073,4.361281804,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.4,.2,.2,.4,2,43.008133557,4.209575353,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.4,.2,.2,.4,2,42.319576493,4.313033332,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.4,.2,.2,.4,2,42.069919428,4.36044788,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.4,.2,.2,.4,2,42.150309346,4.365999057,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.1,.3,.2,.4,2,42.910304035,4.224282609,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.1,.3,.2,.4,2,42.217840748,4.33258779,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
45,.1,.3,.2,.4,2,41.97672422,4.382536751,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
65,.1,.3,.2,.4,2,42.072952547,4.388142605,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
0,.2,.3,.2,.4,2,42.870457429,4.225554281,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
25,.2,.3,.2,.4,2,42.154704103,4.335832577,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.4_shade_count2.png
